street_number,actual_street_name,Suburb,country,Borough,County,london_region,region,Date,day,month,year,quarter,value,tenure_type,tenancy_type,leasehold_unexpired_term,ground_rent_dummy,ground_rent_inpounds,rent_yearly_inpounds,years_purchase
290,HAYDON'S ROAD,WIMBLEDON,UNITED KINGDOM,Merton,Greater London,OUTER,Greater London,16-02-1898,16,2,1898,1,530,LEASEHOLD,YEARLY,90,1,15,55,9.636363636
292,HAYDON'S ROAD,WIMBLEDON,UNITED KINGDOM,Merton,Greater London,OUTER,Greater London,16-02-1898,16,2,1898,1,800,LEASEHOLD,YEARLY,90,1,10,60,13.33333333
294,HAYDON'S ROAD,WIMBLEDON,UNITED KINGDOM,Merton,Greater London,OUTER,Greater London,16-02-1898,16,2,1898,1,550,LEASEHOLD,YEARLY,90,1,10,50,11
302,HAYDON'S ROAD,WIMBLEDON,UNITED KINGDOM,Merton,Greater London,OUTER,Greater London,16-02-1898,16,2,1898,1,360,LEASEHOLD,YEARLY,90,1,10,40,9
304,HAYDON'S ROAD,WIMBLEDON,UNITED KINGDOM,Merton,Greater London,OUTER,Greater London,16-02-1898,16,2,1898,1,570,LEASEHOLD,YEARLY,90,1,10,50,11.4
306,HAYDON'S ROAD,WIMBLEDON,UNITED KINGDOM,Merton,Greater London,OUTER,Greater London,16-02-1898,16,2,1898,1,500,LEASEHOLD,YEARLY,90,1,10,40,12.5
308,HAYDON'S ROAD,WIMBLEDON,UNITED KINGDOM,Merton,Greater London,OUTER,Greater London,16-02-1898,16,2,1898,1,560,LEASEHOLD,YEARLY,90,1,10,50,11.2
59,LAMBTON ROAD,WIMBLEDON,UNITED KINGDOM,Merton,Greater London,OUTER,Greater London,06-10-1898,6,10,1898,4,470,FREEHOLD,YEARLY,999,0,,42,11.19047619
204,MERTON ROAD,WIMBLEDON,UNITED KINGDOM,Merton,Greater London,OUTER,Greater London,27-01-1898,27,1,1898,1,215,LEASEHOLD,YEARLY,82,1,7.5,30,7.166666667
206,MERTON ROAD,WIMBLEDON,UNITED KINGDOM,Merton,Greater London,OUTER,Greater London,27-01-1898,27,1,1898,1,190,LEASEHOLD,YEARLY,82,1,7.5,30,6.333333333
12,QUEEN'S ROAD,WIMBLEDON,UNITED KINGDOM,Merton,Greater London,OUTER,Greater London,22-02-1898,22,2,1898,1,780,LEASEHOLD,YEARLY,79,1,12.5,65,12
1,RAYNES PARK TERRACE,WIMBLEDON,UNITED KINGDOM,Merton,Greater London,OUTER,Greater London,25-08-1898,25,8,1898,3,850,LEASEHOLD,YEARLY,87,1,13,65,13.07692308
27,TRINITY ROAD,WIMBLEDON,UNITED KINGDOM,Merton,Greater London,OUTER,Greater London,26-04-1898,26,4,1898,2,400,LEASEHOLD,YEARLY,90,1,8,45,8.888888889
5,BERNERS ROAD,WOOD GREEN,UNITED KINGDOM,Haringe,Greater London,OUTER,Greater London,13-01-1898,13,1,1898,1,200,LEASEHOLD,YEARLY,74,1,6,28.6,6.993006993
26,COMMERCE ROAD,WOOD GREEN,UNITED KINGDOM,Haringe,Greater London,OUTER,Greater London,21-07-1898,21,7,1898,3,195,LEASEHOLD,YEARLY,70,1,10,36,5.416666667
1,CRESCENT ROAD,WOOD GREEN,UNITED KINGDOM,Haringe,Greater London,OUTER,Greater London,07-07-1898,7,7,1898,3,245,LEASEHOLD,YEARLY,81,1,5.5,26,9.423076923
88,LORDSHIP LANE,WOOD GREEN,UNITED KINGDOM,Haringe,Greater London,OUTER,Greater London,28-04-1898,28,4,1898,2,420,FREEHOLD,YEARLY,999,0,,30,14
92,LORDSHIP LANE,WOOD GREEN,UNITED KINGDOM,Haringe,Greater London,OUTER,Greater London,28-04-1898,28,4,1898,2,620,FREEHOLD,YEARLY,999,0,,50,12.4
106,MAYES ROAD,WOOD GREEN,UNITED KINGDOM,Haringe,Greater London,OUTER,Greater London,25-03-1898,25,3,1898,1,250,LEASEHOLD,YEARLY,65,1,5,29.9,8.361204013
22,MOFFART ROAD,WOOD GREEN,UNITED KINGDOM,Haringe,Greater London,OUTER,Greater London,06-10-1898,6,10,1898,4,350,FREEHOLD,YEARLY,999,0,,26,13.46153846
20,LANDER TERRACE,WOOD GREEN,UNITED KINGDOM,Haringe,Greater London,OUTER,Greater London,10/11/1989,10,11,1898,4,255,LEASEHOLD,QUARTERLY,67,1,6,27,9.444444444
27,ALFRED ROAD,ACTON,UNITED KINGDOM,Ealing,Greater London,OUTER,Greater London,20-11-1899,20,11,1899,4,320,LEASEHOLD,YEARLY,77,1,9,38,8.421052632
17,AVENUE ROAD,ACTON,UNITED KINGDOM,Ealing,Greater London,OUTER,Greater London,23-11-1899,23,11,1899,4,285,LEASEHOLD,YEARLY,81,1,9,30,9.5
32,BIRKBECK AVENUE,ACTON,UNITED KINGDOM,Ealing,Greater London,OUTER,Greater London,12-06-1899,12,6,1899,2,300,LEASEHOLD,YEARLY,82,1,6.3,30,10
5,BIRKBECK AVENUE,ACTON,UNITED KINGDOM,Ealing,Greater London,OUTER,Greater London,01-02-1899,1,2,1899,1,250,LEASEHOLD,YEARLY,69,1,5,26,9.615384615
89,BOLLO BRIDGE ROAD,ACTON,UNITED KINGDOM,Ealing,Greater London,OUTER,Greater London,23-11-1899,23,11,1899,4,200,LEASEHOLD,YEARLY,77,1,6,31.2,6.41025641
28,GROVE ROAD,ACTON,UNITED KINGDOM,Ealing,Greater London,OUTER,Greater London,23-11-1899,23,11,1899,4,190,LEASEHOLD,YEARLY,77,1,7,31.2,6.08974359
83,MILL HILL ROAD,ACTON,UNITED KINGDOM,Ealing,Greater London,OUTER,Greater London,07-06-1899,7,6,1899,2,900,FREEHOLD,YEARLY,999,0,,,
77,PARK ROAD,ACTON,UNITED KINGDOM,Ealing,Greater London,OUTER,Greater London,30-05-1899,30,5,1899,2,235,FREEHOLD,YEARLY,999,0,,22.1,10.63348416
8,SHALIMAR TERRACE,ACTON,UNITED KINGDOM,Ealing,Greater London,OUTER,Greater London,08-11-1899,8,11,1899,4,295,LEASEHOLD,YEARLY,86,1,8.5,36,8.194444444
77,CROYDON ROAD,ANERLEY,UNITED KINGDOM,Bromley,Greater London,OUTER,Greater London,13-04-1899,13,4,1899,2,800,LEASEHOLD,YEARLY,74,1,16.5,100,8
26,JASMINE GROVE,ANERLEY,UNITED KINGDOM,Bromley,Greater London,OUTER,Greater London,31-10-1899,31,10,1899,4,630,FREEHOLD,YEARLY,999,0,,35,18
4,WEIGHTON ROAD,ANERLEY,UNITED KINGDOM,Bromley,Greater London,OUTER,Greater London,19-05-1899,19,5,1899,2,255,LEASEHOLD,YEARLY,66,1,15,,
7,WEIGHTON ROAD,ANERLEY,UNITED KINGDOM,Bromley,Greater London,OUTER,Greater London,02-11-1899,2,11,1899,4,205,LEASEHOLD,YEARLY,67,1,15,60,3.416666667
38,BEDFORD HILL,BALHAM,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,22-06-1899,22,6,1899,2,305,LEASEHOLD,YEARLY,71,1,8,28,10.89285714
20,BYRNE ROAD,BALHAM,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,19-05-1899,19,5,1899,2,295,LEASEHOLD,YEARLY,72,1,7.5,34,8.676470588
65,BYRNE ROAD,BALHAM,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,22-06-1899,22,6,1899,2,275,LEASEHOLD,YEARLY,66,1,7.5,28,9.821428571
2a,CLOUDESDALE ROAD,BALHAM,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,20-10-1899,20,10,1899,4,600,LEASEHOLD,YEARLY,91,1,6.5,,
4,CULMORE ROAD,BALHAM,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,22-06-1899,22,6,1899,2,240,LEASEHOLD,YEARLY,61,1,7,35.1,6.837606838
23,FERNLEA ROAD,BALHAM,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,17-10-1899,17,10,1899,4,250,LEASEHOLD,YEARLY,66,1,7.5,36,6.944444444
1,MARIUS ROAD,BALHAM,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,19-01-1899,19,1,1899,1,530,LEASEHOLD,YEARLY,92,1,10,52,10.19230769
66,NIGHTINGALE LANE,BALHAM,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,04-05-1899,4,5,1899,2,700,LEASEHOLD,YEARLY,82,1,11,65,10.76923077
6,RITHERDON PARADE,BALHAM,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,22-11-1899,22,11,1899,4,780,LEASEHOLD,YEARLY,97,1,15,80,9.75
10,RITHERDON PARADE,BALHAM,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,22-11-1899,22,11,1899,4,875,LEASEHOLD,YEARLY,97,1,15,80,10.9375
11,ROSSITER ROAD,BALHAM,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,09-02-1899,9,2,1899,1,245,LEASEHOLD,YEARLY,78,1,7.35,28,8.75
15,ROSSITER ROAD,BALHAM,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,09-02-1899,9,2,1899,1,240,LEASEHOLD,YEARLY,78,1,7.35,28,8.571428571
82,SISTORS ROAD,BALHAM,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,03-03-1899,3,3,1899,1,350,LEASEHOLD,YEARLY,78,1,7.35,38,9.210526316
29,BAXTER ROAD,BALLS POND,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,08-02-1899,8,2,1899,1,320,LEASEHOLD,YEARLY,60,1,5.25,35,9.142857143
149,CASTELNAU,BARNES,UNITED KINGDOM,Richmon,Greater London,OUTER,Greater London,30-11-1899,30,11,1899,4,495,LEASEHOLD,YEARLY,40,1,8,55,9
27,ALBION GROVE,BARNSBURY,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,16-03-1899,16,3,1899,1,455,LEASEHOLD,YEARLY,46,1,4,42,10.83333333
57,BARNSBURY STREET,BARNSBURY,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,06-07-1899,6,7,1899,3,475,FREEHOLD,YEARLY,999,0,,28,16.96428571
4,BARNSBURY TERRACE,BARNSBURY,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,29-09-1899,29,9,1899,3,525,LEASEHOLD,YEARLY,43,1,6.5,45,11.66666667
31,CHARLOTTE STREET,BARNSBURY,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,02-03-1899,2,3,1899,1,240,LEASEHOLD,YEARLY,22,1,5.25,38,6.315789474
132,HEMINGFORD ROAD,BARNSBURY,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,16-03-1899,16,3,1899,1,610,LEASEHOLD,YEARLY,44,1,8,55,11.09090909
138,HEMINGFORD ROAD,BARNSBURY,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,14-02-1899,14,2,1899,1,600,LEASEHOLD,YEARLY,43,1,2,50,12
23,HOLLINGSWORTH STREET,BARNSBURY,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,21-04-1899,21,4,1899,2,300,LEASEHOLD,MONTHLY,44,1,6,37,8.108108108
3,HUNTINGDON STREET,BARNSBURY,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,27-06-1899,27,6,1899,2,525,LEASEHOLD,YEARLY,50,1,7,45,11.66666667
43,LOFTING ROAD,BARNSBURY,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,06-04-1899,6,4,1899,2,125,LEASEHOLD,YEARLY,,1,5,39,3.205128205
101,LOFTING ROAD,BARNSBURY,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,13-04-1899,13,4,1899,2,250,LEASEHOLD,QUARTERLY,43,1,7,30,8.333333333
115,OFFORD ROAD,BARNSBURY,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,27-01-1899,27,1,1899,1,605,FREEHOLD,YEARLY,999,0,,38,15.92105263
23,RICHMOND CRESCENT,BARNSBURY,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,24-08-1899,24,8,1899,3,530,LEASEHOLD,YEARLY,51,1,8,55,9.636363636
102,RICHMOND ROAD,BARNSBURY,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,29-05-1899,29,5,1899,2,140,LEASEHOLD,YEARLY,7,1,1.166666667,45,3.111111111
9,ROMAN ROAD,BARNSBURY,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,22-06-1899,22,6,1899,2,840,LEASEHOLD,YEARLY,44,1,6,65,12.92307692
72,ROMAN ROAD,BARNSBURY,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,22-06-1899,22,6,1899,2,485,LEASEHOLD,YEARLY,59,1,6,46,10.54347826
55,ST. CLEMENT'S STREET,BARNSBURY,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,22-06-1899,22,6,1899,2,475,FREEHOLD,YEARLY,999,0,,35.1,13.53276353
20,SHEEN GROVE,BARNSBURY,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,30-01-1899,30,1,1899,1,260,LEASEHOLD,MONTHLY,37,1,6,42,6.190476191
62,WESTBOURNE ROAD,BARNSBURY,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,28-12-1899,28,12,1899,4,485,LEASEHOLD,YEARLY,60,1,7,42,11.54761905
89,WESTBOURNE ROAD,BARNSBURY,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,09-05-1899,9,5,1899,2,380,LEASEHOLD,YEARLY,60,1,7.5,42,9.047619048
286,BATTERSEA PARK ROAD,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,21-02-1899,21,2,1899,1,1030,LEASEHOLD,YEARLY,78,1,10.5,75,13.73333333
479,BATTERSEA PARK ROAD,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,08-11-1899,8,11,1899,4,375,LEASEHOLD,YEARLY,66,1,9,57.2,6.555944056
28,BOLAN STREET,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,22-09-1899,22,9,1899,3,325,LEASEHOLD,YEARLY,79,1,6.3,34,9.558823529
111,BRIDGE ROAD WEST,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,08-03-1899,8,3,1899,1,250,LEASEHOLD,YEARLY,69,1,8.5,,
48,CASTLE STREET,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,02-02-1899,2,2,1899,1,510,LEASEHOLD,YEARLY,78,1,6,40,12.75
15,CHETWODE ROAD,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,08-11-1899,8,11,1899,4,270,LEASEHOLD,YEARLY,80,1,6.5,39,6.923076923
32,ESTE ROAD,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,02-02-1899,2,2,1899,1,200,LEASEHOLD,YEARLY,45,1,4,,
54,GRANT ROAD,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,13-04-1899,13,4,1899,2,210,LEASEHOLD,YEARLY,65,1,6.3,33.8,6.213017752
7,HARBUT ROAD,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,28-09-1899,28,9,1899,3,285,LEASEHOLD,YEARLY,79,1,6.75,26,10.96153846
78a,HARBUT ROAD,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,17-08-1899,17,8,1899,3,375,LEASEHOLD,YEARLY,79,1,7,35,10.71428571
35,HARROWAY ROAD,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,17-05-1899,17,5,1899,2,215,LEASEHOLD,YEARLY,79,1,5,33.8,6.360946746
70,KILTON STREET,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,08-11-1899,8,11,1899,4,220,LEASEHOLD,YEARLY,68,1,3.5,23.4,9.401709402
23,LAVENDER TERRACE,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,01-03-1899,1,3,1899,1,145,LEASEHOLD,YEARLY,40,1,4,23.4,6.196581197
91,LEATHWAITE ROAD,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,26-04-1899,26,4,1899,2,315,LEASEHOLD,QUARTERLY,83,1,6.75,34,9.264705882
28,LINDORE ROAD,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,09-05-1899,9,5,1899,2,440,LEASEHOLD,YEARLY,22,1,6.3,28,15.71428571
1,LUBECK STREET,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,27-07-1899,27,7,1899,3,205,LEASEHOLD,YEARLY,47,1,5,33.8,6.065088757
18,MARMION ROAD,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,12-10-1899,12,10,1899,4,340,LEASEHOLD,YEARLY,71,1,7.5,36,9.444444444
45,MARNEY ROAD,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,02-02-1899,2,2,1899,1,310,LEASEHOLD,MONTHLY,87,1,7,32,9.6875
27,NEW ROAD,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,07-07-1899,7,7,1899,3,230,LEASEHOLD,YEARLY,62,1,6,41.6,5.528846154
5,NEWCOMEN ROAD,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,14-02-1899,14,2,1899,1,345,FREEHOLD,MONTHLY,999,0,,30,11.5
32,PARK ROAD,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,07-02-1899,7,2,1899,1,290,LEASEHOLD,MONTHLY,31,1,5,30,9.666666667
63,PARK ROAD,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,19-04-1899,19,4,1899,2,400,LEASEHOLD,YEARLY,81,1,3,45,8.888888889
12,PATIENCE ROAD,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,26-04-1899,26,4,1899,2,230,LEASEHOLD,YEARLY,79,1,6,39,5.897435897
2,RUSH HILL ROAD,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,26-01-1899,26,1,1899,1,300,LEASEHOLD,QUARTERLY,73,1,6,32,9.375
6,RUSH HILL ROAD,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,26-01-1899,26,1,1899,1,320,LEASEHOLD,QUARTERLY,73,1,6,32,10
8,RUSH HILL ROAD,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,26-01-1899,26,1,1899,1,325,LEASEHOLD,QUARTERLY,73,1,6,32,10.15625
22,RUSH HILL ROAD,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,26-01-1899,26,1,1899,1,350,LEASEHOLD,YEARLY,73,1,6,32,10.9375
30,RUSH HILL ROAD,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,26-01-1899,26,1,1899,1,325,LEASEHOLD,MONTHLY,73,1,6,30,10.83333333
119,SALCOTT ROAD,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,23-03-1899,23,3,1899,1,315,LEASEHOLD,YEARLY,82,1,6.5,34,9.264705882
38,SAVONA STREET,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,24-04-1899,24,4,1899,2,270,FREEHOLD,YEARLY,999,0,,28.6,9.440559441
38,SAVONA STREET,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,08-11-1899,8,11,1899,4,295,FREEHOLD,WEEKLY,999,0,,,
17,SEVERUS ROAD,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,28-09-1899,28,9,1899,3,380,LEASEHOLD,WEEKLY,85,1,8.4,,
29,SEVERUS ROAD,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,26-05-1899,26,5,1899,2,460,LEASEHOLD,YEARLY,85,1,8.4,42,10.95238095
11,SHELGATE ROAD,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,08-11-1899,8,11,1899,4,270,LEASEHOLD,YEARLY,68,1,5.5,39,6.923076923
96,SUGDEN ROAD,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,02-02-1899,2,2,1899,1,315,LEASEHOLD,YEARLY,86,1,7,49.4,6.376518219
98,SUGDEN ROAD,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,02-02-1899,2,2,1899,1,315,LEASEHOLD,QUARTERLY,86,1,7,30,10.5
21,TYNEHAM ROAD,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,28-02-1899,28,2,1899,1,340,LEASEHOLD,YEARLY,73,1,5,32,10.625
23,URSWICK ROAD,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,17-05-1899,17,5,1899,2,225,LEASEHOLD,YEARLY,79,1,5,33.8,6.656804734
64,WAKEHURST ROAD,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,08-11-1899,8,11,1899,4,355,LEASEHOLD,YEARLY,82,1,6.5,39,9.102564103
30,WAYFORD STREET,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,26-07-1899,26,7,1899,3,215,LEASEHOLD,YEARLY,76,1,5,36.4,5.906593407
33,WINSTANLEY ROAD,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,05-12-1899,5,12,1899,4,400,LEASEHOLD,YEARLY,65,1,7,45,8.888888889
91,WINSTANLEY ROAD,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,26-07-1899,26,7,1899,3,560,FREEHOLD,YEARLY,999,0,,40,14
551,YORK ROAD,BATTERSEA,UNITED KINGDOM,Wandswo,Greater London,INNER,Greater London,28-09-1899,28,9,1899,3,370,LEASEHOLD,YEARLY,79,1,7.5,35,10.57142857
43,ARCHER STREET,BAYSWATER,UNITED KINGDOM,Kensing,Greater London,INNER,Greater London,18-01-1899,18,1,1899,1,510,LEASEHOLD,YEARLY,45,1,7.35,50,10.2
43,BARK PLACE,BAYSWATER,UNITED KINGDOM,Kensing,Greater London,INNER,Greater London,12-12-1899,12,12,1899,4,300,LEASEHOLD,YEARLY,13,1,7,45,6.666666667
13,DENBIGH TERRACE,BAYSWATER,UNITED KINGDOM,Kensing,Greater London,INNER,Greater London,25-03-1899,25,3,1899,1,289,LEASEHOLD,YEARLY,46,1,6.3,30,9.633333333
66,GLOUCESTER TERRACE,BAYSWATER,UNITED KINGDOM,Kensing,Greater London,INNER,Greater London,02-06-1899,2,6,1899,2,1400,LEASEHOLD,YEARLY,40,1,10,120,11.66666667
4,JAMES STREET,BAYSWATER,UNITED KINGDOM,Kensing,Greater London,INNER,Greater London,18-05-1899,18,5,1899,2,590,LEASEHOLD,YEARLY,39,1,9,,
44,LEDBURY ROAD,BAYSWATER,UNITED KINGDOM,Kensing,Greater London,INNER,Greater London,21-04-1899,21,4,1899,2,1200,LEASEHOLD,YEARLY,50,1,10.5,75,16
97,LEDBURY ROAD,BAYSWATER,UNITED KINGDOM,Kensing,Greater London,INNER,Greater London,18-05-1899,18,5,1899,2,415,LEASEHOLD,YEARLY,47,1,9,50,8.3
111,LEDBURY ROAD,BAYSWATER,UNITED KINGDOM,Kensing,Greater London,INNER,Greater London,26-03-1899,26,3,1899,1,445,LEASEHOLD,YEARLY,47,1,5.4,45,9.888888889
155,LEDBURY ROAD,BAYSWATER,UNITED KINGDOM,Kensing,Greater London,INNER,Greater London,12-05-1899,12,5,1899,2,500,LEASEHOLD,YEARLY,60,1,10,55,9.090909091
47,LEINSTER SQUARE,BAYSWATER,UNITED KINGDOM,Kensing,Greater London,INNER,Greater London,14-12-1899,14,12,1899,4,1485,LEASEHOLD,YEARLY,52,1,21,140,10.60714286
9,LONSDALE ROAD,BAYSWATER,UNITED KINGDOM,Kensing,Greater London,INNER,Greater London,10-03-1899,10,3,1899,1,500,LEASEHOLD,WEEKLY,44,1,6,,
21,QUEEN'S ROAD,BAYSWATER,UNITED KINGDOM,Kensing,Greater London,INNER,Greater London,27-07-1899,27,7,1899,3,455,LEASEHOLD,YEARLY,12,1,5,80,5.6875
25,ST. STEPHEN'S ROAD,BAYSWATER,UNITED KINGDOM,Kensing,Greater London,INNER,Greater London,14-06-1899,14,6,1899,2,635,LEASEHOLD,YEARLY,57,1,12,80,7.9375
216,WESTBOURNE GROVE,BAYSWATER,UNITED KINGDOM,Kensing,Greater London,INNER,Greater London,05-07-1899,5,7,1899,3,750,LEASEHOLD,YEARLY,44,1,7.4,60,12.5
228,WESTBOURNE GROVE,BAYSWATER,UNITED KINGDOM,Kensing,Greater London,INNER,Greater London,18-01-1899,18,1,1899,1,520,LEASEHOLD,YEARLY,45,1,7.35,55,9.454545455
154,WESTBOURNE TERRACE,BAYSWATER,UNITED KINGDOM,Kensing,Greater London,INNER,Greater London,14-12-1899,14,12,1899,4,1350,LEASEHOLD,YEARLY,42,1,5,130,10.38461539
34,CHESTER SQUARE,BELGRAVIA,UNITED KINGDOM,Westmin,Greater London,INNER,Greater London,11-12-1899,11,12,1899,4,2700,LEASEHOLD,YEARLY,22,1,20,,
44,CHESTER TERRACE,BELGRAVIA,UNITED KINGDOM,Westmin,Greater London,INNER,Greater London,06-07-1899,6,7,1899,3,480,LEASEHOLD,YEARLY,22,1,6,60,8
33,EATON TERRACE,BELGRAVIA,UNITED KINGDOM,Westmin,Greater London,INNER,Greater London,19-07-1899,19,7,1899,3,1020,LEASEHOLD,YEARLY,22,1,7,120,8.5
35,ECCLESTON SQUARE,BELGRAVIA,UNITED KINGDOM,Westmin,Greater London,INNER,Greater London,26-07-1899,26,7,1899,3,2020,LEASEHOLD,YEARLY,27,1,,150,13.46666667
79,ECCLESTON SQUARE,BELGRAVIA,UNITED KINGDOM,Westmin,Greater London,INNER,Greater London,27-07-1899,27,7,1899,3,1585,LEASEHOLD,YEARLY,16,1,,220,7.204545455
47,ST. GEORGE'S SQUARE,BELGRAVIA,UNITED KINGDOM,Westmin,Greater London,INNER,Greater London,23-11-1899,23,11,1899,4,800,LEASEHOLD,YEARLY,31,1,20,110,7.272727273
9,WEST HALKIN STREET,BELGRAVIA,UNITED KINGDOM,Westmin,Greater London,INNER,Greater London,27-11-1899,27,11,1899,4,4200,LEASEHOLD,YEARLY,29,1,10,300,14
39,WILTON CRESCENT,BELGRAVIA,UNITED KINGDOM,Westmin,Greater London,INNER,Greater London,11-12-1899,11,12,1899,4,4600,LEASEHOLD,YEARLY,24,1,5,,
9,BERMONDSEY SQUARE,BERMONDSEY,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,16-03-1899,16,3,1899,1,195,LEASEHOLD,YEARLY,15,1,6.5,38,5.131578947
10,CREDON ROAD,BERMONDSEY,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,16-03-1899,16,3,1899,1,300,LEASEHOLD,YEARLY,79,1,5,33.8,8.875739645
13,ENID STREET,BERMONDSEY,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,22-06-1899,22,6,1899,2,115,LEASEHOLD,YEARLY,15,1,3,31.2,3.685897436
230,FORT ROAD,BERMONDSEY,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,22-06-1899,22,6,1899,2,250,LEASEHOLD,YEARLY,35,1,5,33.8,7.396449704
61,RILEY STREET,BERMONDSEY,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,04-05-1899,4,5,1899,2,490,FREEHOLD,YEARLY,999,0,,32.5,15.07692308
42,UPPER GRANGE ROAD,BERMONDSEY,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,04-05-1899,4,5,1899,2,610,FREEHOLD,MONTHLY,999,0,,38.4,15.88541667
